DrawDate,Match 6 Prize,Match 6 Winners,Match 6 Total,Match 5 Prize,Match 5 Winners,Match 5 Total,Match 4 Prize,Match 4 Winners,Match 4 Total,Match 4 plus Bonus Prize,Match 4 plus Bonus Winners,Match 4 plus Bonus Total,Match 3 plus Bonus Prize,Match 3 plus Bonus Winners,Match 3 plus Bonus Total,Match 5 plus Bonus Prize,Match 5 plus Bonus Winners,Match 5 plus Bonus Total,Match 3 Prize,Match 3 Winners,Match 3 Total,Match 2 plus Bonus Prize,Match 2 plus Bonus Winners,Match 2 plus Bonus Total
2015-03-14,7037286,0,0,1576,46,72496,55,2048,112640,170,107,18190,28,2701,75628,25000,1,25000,5,35241,176205,,,
2015-03-11,6415598,0,0,1114,48,53472,43,1901,81743,203,66,13398,31,1759,54529,25000,1,25000,5,30256,151280,,,
2015-03-07,5956880,0,0,1847,38,70186,56,1920,107520,173,102,17646,26,2750,71500,25000,2,50000,5,33665,168325,,,
2015-03-04,5354867,0,0,2369,22,52118,59,1358,80122,168,78,13104,28,1882,52696,25000,0,0,5,23236,116180,,,
2015-02-28,4907803,0,0,1742,39,67938,59,1773,104607,169,101,17069,28,2502,70056,25000,1,25000,5,28850,144250,,,
2015-02-25,4324879,0,0,601,80,48080,27,2719,73413,136,89,12104,22,2239,49258,25000,0,0,5,35045,175225,,,
2015-02-21,3912525,0,0,1735,37,64195,62,1603,99386,163,99,16137,32,2083,66656,25000,0,0,5,26566,132830,,,
2015-02-18,3362002,0,0,1385,34,47090,49,1493,73157,164,72,11808,27,1818,49086,25000,0,0,5,23985,119925,,,
2015-02-14,2958087,0,0,1485,44,65340,48,2099,100752,122,134,16348,20,3354,67080,25000,3,75000,5,35027,175135,,,
2015-02-11,2397521,0,0,1598,29,46342,52,1382,71864,179,65,11635,30,1565,46950,25000,0,0,5,23730,118650,,,
2015-02-07,2000000,0,0,2097,27,56619,46,1911,87906,135,105,14175,21,2746,57666,25000,0,0,5,30320,151600,,,
2015-02-05,10230559,1,10230559,1348,82,110536,42,4075,171150,150,185,27750,28,4102,114856,25000,2,50000,5,62016,310080,,,
2015-01-31,9282163,0,0,1350,63,85050,45,2894,130230,179,119,21301,28,3172,88816,25000,0,0,5,45417,227085,,,
2015-01-28,8552624,0,0,2060,30,61800,53,1792,94976,144,108,15552,28,2282,63896,25000,0,0,5,29285,146425,,,
2015-01-24,8022408,0,0,1708,44,75152,60,1943,116580,180,105,18900,28,2760,77280,25000,0,0,5,32488,162440,,,
2015-01-21,7377596,0,0,1513,37,55981,56,1530,85680,156,90,14040,26,2217,57642,25000,0,0,5,25525,127625,,,
2015-01-17,6897363,0,0,2032,35,71120,60,1840,110400,155,115,17825,27,2704,73008,25000,0,0,5,31493,157465,,,
2015-01-14,6287189,0,0,1237,40,49480,51,1506,76806,143,87,12441,23,2190,50370,25000,1,25000,5,25969,129845,,,
2015-01-10,5862683,0,0,2014,33,66462,57,1784,101688,199,84,16716,26,2611,67886,25000,2,50000,5,30857,154285,,,
2015-01-07,5292429,0,0,1544,31,47864,47,1559,73273,125,96,12000,22,2187,48114,25000,1,25000,5,23813,119065,,,
2015-01-03,4881828,0,0,1986,30,59580,48,1897,91056,164,91,14924,29,2148,62292,25000,2,50000,5,32307,161535,,,
2014-12-31,4370834,0,0,2223,25,55575,61,1400,85400,186,75,13950,29,1963,56927,25000,0,0,5,23249,116245,,,
2014-12-27,3894191,0,0,2557,19,48583,56,1328,74368,185,66,12210,27,1841,49707,25000,1,25000,5,22903,114515,,,
2014-12-24,3477422,0,0,1903,34,64702,52,1921,99892,178,91,16198,24,2812,67488,25000,0,0,5,32713,163565,,,
2014-12-20,2922483,0,0,1304,48,62592,46,2108,96968,110,143,15730,21,3067,64407,25000,1,25000,5,33390,166950,,,
2014-12-17,2385571,0,0,1550,29,44950,52,1344,69888,221,51,11271,33,1408,46464,25000,1,25000,5,22223,111115,,,
2014-12-13,2000000,0,0,945,63,59535,36,2543,91548,187,80,14960,30,2050,61500,25000,0,0,5,36809,184045,,,
2014-12-10,2896698,1,2896698,1456,30,43680,57,1179,67203,186,59,10974,29,1565,45385,25000,0,0,5,20147,100735,,,
2014-12-06,2521991,0,0,1323,46,60858,44,2126,93544,108,141,15228,18,3396,61128,25000,2,50000,5,33732,168660,,,
2014-12-03,2000000,0,0,3024,14,42336,63,1036,65268,204,52,10608,33,1314,43362,25000,2,50000,5,18651,93255,,,
2014-11-29,2913455,1,2913455,2207,28,61796,53,1787,94711,222,70,15540,29,2192,63568,25000,1,25000,5,31017,155085,,,
2014-11-26,2383389,0,0,1242,36,44712,40,1704,68160,132,85,11220,17,2633,44761,25000,2,50000,5,26829,134145,,,
2014-11-22,2000000,0,0,1262,49,61838,48,1992,95616,169,92,15548,24,2644,63456,25000,1,25000,5,31952,159760,,,
2014-11-19,4904904,1,4904904,1490,33,49170,49,1552,76048,101,122,12322,19,2604,49476,25000,0,0,5,25723,128615,,,
2014-11-15,4483199,0,0,1337,49,65513,40,2546,101840,173,95,16435,27,2505,67635,25000,1,25000,5,39902,199510,,,
2014-11-12,3921084,0,0,2635,18,47430,61,1203,73383,195,61,11895,27,1808,48816,25000,1,25000,5,21107,105535,,,
2014-11-08,3514286,0,0,1231,53,65243,45,2258,101610,174,94,16356,29,2340,67860,25000,0,0,5,34868,174340,,,
2014-11-05,2954788,0,0,2789,17,47413,62,1187,73594,186,64,11904,27,1785,48195,25000,0,0,5,20921,104605,,,
2014-11-01,2548073,0,0,1420,45,63900,47,2090,98230,229,70,16030,30,2177,65310,25000,1,25000,5,33649,168245,,,
2014-10-29,2000000,0,0,2289,20,45780,65,1080,70200,169,68,11492,28,1654,46312,25000,0,0,5,18083,90415,,,
2014-10-25,7120595,1,7120595,737,106,78122,31,3941,122171,180,109,19620,30,2657,79710,25000,3,75000,5,49744,248720,,,
2014-10-22,6450077,0,0,1527,36,54972,52,1617,84084,209,66,13794,26,2133,55458,25000,1,25000,5,27072,135360,,,
2014-10-18,5978536,0,0,1031,70,72170,42,2661,111762,169,107,18083,30,2440,73200,25000,0,0,5,40252,201260,,,
2014-10-15,5359497,0,0,1525,34,51850,45,1761,79245,181,72,13032,30,1749,52470,25000,1,25000,5,27457,137285,,,
2014-10-11,4914724,0,0,1460,47,68620,59,1786,105374,207,83,17181,29,2395,69455,25000,0,0,5,31014,155070,,,
2014-10-08,4326024,0,0,2310,21,48510,63,1183,74529,225,54,12150,31,1585,49135,25000,0,0,5,19348,96740,,,
2014-10-04,3909853,0,0,2629,25,65725,58,1759,102022,196,84,16464,29,2320,67280,25000,1,25000,5,27142,135710,,,
2014-10-01,3346012,0,0,2155,22,47410,73,1001,73073,192,62,11904,32,1502,48064,25000,1,25000,5,17626,88130,,,
2014-09-27,2939410,0,0,1450,44,63800,43,2300,98900,111,144,15984,20,3258,65160,25000,1,25000,5,34359,171795,,,
2014-09-24,2392224,0,0,1988,23,45724,53,1341,71073,145,79,11455,23,2052,47196,25000,2,50000,5,22055,110275,,,
2014-09-20,2000000,0,0,1741,35,60935,57,1642,93594,180,85,15300,27,2349,63423,25000,1,25000,5,26156,130780,,,
2014-09-17,4871046,1,4871046,1665,30,49950,62,1235,76570,182,69,12558,34,1530,52020,25000,2,50000,5,21541,107705,,,
2014-09-13,4442641,0,0,1967,33,64911,62,1623,100626,185,88,16280,30,2202,66060,25000,1,25000,5,27003,135015,,,
2014-09-10,3885800,0,0,2471,19,46949,61,1184,72224,176,67,11792,29,1671,48459,25000,1,25000,5,20574,102870,,,
2014-09-06,3483088,0,0,1259,51,64209,44,2244,98736,130,124,16120,24,2798,67152,25000,0,0,5,35413,177065,,,
2014-09-03,2932374,0,0,1328,35,46480,59,1217,71803,164,71,11644,27,1787,48249,25000,0,0,5,20823,104115,,,
2014-08-30,2533612,0,0,2222,28,62216,59,1623,95757,188,83,15604,32,2022,64704,25000,0,0,5,29920,149600,,,
2014-08-27,2000000,0,0,1031,44,45364,39,1818,70902,211,54,11394,33,1407,46431,25000,0,0,5,27567,137835,,,
2014-08-23,3919939,1,3919939,1753,37,64861,50,1991,99550,196,83,16268,31,2152,66712,25000,0,0,5,32750,163750,,,
2014-08-20,3363443,0,0,2183,22,48026,59,1253,73927,131,92,12052,27,1843,49761,25000,0,0,5,21534,107670,,,
2014-08-16,2951413,0,0,1778,36,64008,54,1840,99360,177,91,16107,31,2110,65410,25000,1,25000,5,32078,160390,,,
2014-08-13,2402245,0,0,1563,30,46890,51,1413,72063,159,74,11766,25,1898,47450,25000,0,0,5,22923,114615,,,
2014-08-09,2000000,0,0,1641,38,62358,58,1664,96512,160,98,15680,23,2750,63250,25000,1,25000,5,29253,146265,,,
2014-08-06,5935632,1,5935632,1574,34,53516,44,1868,82192,168,80,13440,29,1923,55767,25000,1,25000,5,29179,145895,,,
2014-08-02,5476465,0,0,1922,36,69192,59,1808,106672,189,92,17388,32,2207,70624,25000,0,0,5,30315,151575,,,
2014-07-30,4883028,0,0,1078,47,50666,47,1667,78349,127,100,12700,21,2443,51303,25000,0,0,5,27776,138880,,,
2014-07-26,4448321,0,0,1583,41,64903,59,1701,100359,187,87,16269,25,2622,65550,25000,0,0,5,28288,141440,,,
2014-07-23,3891677,0,0,2503,19,47557,54,1349,72846,225,53,11925,34,1452,49368,25000,0,0,5,23156,115780,,,
2014-07-19,3483781,0,0,2760,23,63480,57,1732,98724,155,103,15965,25,2664,66600,25000,0,0,5,29243,146215,,,
2014-07-16,2939185,0,0,1225,38,46550,41,1767,72447,156,75,11700,28,1728,48384,25000,0,0,5,27279,136395,,,
2014-07-12,2539939,0,0,1851,34,62934,54,1783,96282,188,84,15792,29,2261,65569,25000,0,0,5,28577,142885,,,
2014-07-09,2000000,0,0,1679,27,45333,61,1154,70394,144,79,11376,22,2098,46156,25000,0,0,5,19675,98375,,,
2014-07-05,4433754,1,4433754,2677,24,64248,46,2139,98394,177,91,16107,25,2603,65075,25000,0,0,5,28876,144380,,,
2014-07-02,3882562,0,0,1638,29,47502,60,1224,73440,195,61,11895,27,1809,48843,25000,1,25000,5,20643,103215,,,
2014-06-28,3475000,0,0,1624,39,63336,57,1726,98382,179,89,15931,25,2573,64325,25000,0,0,5,28792,143960,,,
2014-06-25,2931725,0,0,1365,34,46410,44,1621,71324,208,56,11648,30,1572,47160,25000,0,0,5,26371,131855,,,
2014-06-21,2533518,0,0,1829,34,62186,54,1778,96012,159,98,15582,25,2587,64675,25000,0,0,5,29751,148755,,,
2014-06-18,2000000,0,0,3048,15,45720,68,1042,70856,212,54,11448,30,1593,47790,25000,0,0,5,18685,93425,,,
2014-06-14,1000000,2,2000000,954,68,64872,37,2689,99493,78,209,16302,16,4176,66816,25000,3,75000,5,38454,192270,,,
2014-06-11,2405235,1,2405235,1432,33,47256,46,1572,72312,133,89,11837,23,2078,47794,25000,0,0,5,24821,124105,,,
2014-06-07,2000000,0,0,2197,29,63713,48,2028,97344,125,128,16000,21,3128,65688,25000,0,0,5,32746,163730,,,
2014-06-04,12155282,1,12155282,1973,42,82866,61,2111,128771,200,104,20800,27,3108,83916,25000,0,0,5,36203,181015,,,
2014-05-31,11444582,0,0,1245,77,95865,42,3532,148344,155,155,24025,26,3856,100256,25000,3,75000,5,53850,269250,,,
2014-05-28,10622437,0,0,1770,41,72570,54,2080,112320,173,105,18165,31,2397,74307,25000,4,100000,5,36403,182015,,,
2014-05-24,10000000,0,0,1057,79,83503,47,2760,129720,116,180,20880,19,4454,84626,25000,0,0,5,44041,220205,,,
2014-05-21,7579621,0,0,1609,36,57924,45,1969,88605,126,115,14490,22,2674,58828,25000,3,75000,5,30008,150040,,,
2014-05-17,7082684,0,0,1942,37,71854,56,1990,111440,164,110,18040,26,2892,75192,25000,1,25000,5,33995,169975,,,
2014-05-14,6466300,0,0,1426,38,54188,49,1715,84035,143,95,13585,30,1874,56220,25000,1,25000,5,28301,141505,,,
2014-05-10,6001389,0,0,1896,37,70152,54,2013,108702,144,122,17568,25,2868,71700,25000,0,0,5,33790,168950,,,
2014-05-07,5399682,0,0,1841,28,51548,59,1341,79119,185,70,12950,29,1804,52316,25000,0,0,5,21878,109390,,,
2014-05-03,4957574,0,0,2085,33,68805,60,1782,106920,186,93,17298,31,2305,71455,25000,2,50000,5,29508,147540,,,
2014-04-30,4367231,0,0,1652,30,49560,51,1513,77163,186,67,12462,26,1950,50700,25000,1,25000,5,25467,127335,,,
2014-04-26,3942107,0,0,1437,46,66102,47,2158,101426,173,96,16608,31,2218,68758,25000,1,25000,5,37194,185970,,,
2014-04-23,3374910,0,0,1131,41,46371,33,2165,71445,166,70,11620,26,1855,48230,25000,0,0,5,29803,149015,,,
2014-04-19,2976990,0,0,1400,48,67200,57,1814,103398,152,111,16872,28,2475,69300,25000,1,25000,5,29939,149695,,,
2014-04-16,2400659,0,0,1868,25,46700,57,1271,72447,152,77,11704,22,2166,47652,25000,0,0,5,22058,110290,,,
2014-04-12,2000000,0,0,1142,56,63952,41,2381,97621,138,116,16008,25,2663,66575,25000,3,75000,5,37193,185965,,,
2014-04-09,6496218,1,6496218,1966,28,55048,60,1421,85260,200,69,13800,30,1862,55860,25000,1,25000,5,24976,124880,,,
2014-04-05,6023939,0,0,2059,35,72065,52,2130,110760,155,117,18135,22,3344,73568,25000,1,25000,5,34774,173870,,,
2014-04-02,5405875,0,0,2171,24,52104,61,1311,79971,229,57,13053,35,1520,53200,25000,0,0,5,20993,104965,,,
2014-03-29,4958880,0,0,1596,44,70224,43,2515,108145,110,160,17600,20,3664,73280,25000,3,75000,5,37311,186555,,,
2014-03-26,4356451,0,0,1313,38,49894,44,1737,76428,228,55,12540,33,1568,51744,25000,3,75000,5,27604,138020,,,
2014-03-22,3928388,0,0,1400,48,67200,50,2078,103900,159,106,16854,23,3063,70449,25000,1,25000,5,33542,167710,,,
2014-03-19,3351999,0,0,1370,34,46580,56,1272,71232,243,48,11664,32,1518,48576,25000,1,25000,5,19197,95985,,,
2014-03-15,2952533,0,0,1326,49,64974,48,2080,99840,130,125,16250,23,2880,66240,25000,2,50000,5,33222,166110,,,
2014-03-12,2395380,0,0,1844,25,46100,58,1221,70818,181,64,11584,28,1705,47740,25000,0,0,5,19850,99250,,,
2014-03-08,2000000,0,0,1677,38,63726,51,1938,98838,137,117,16029,20,3231,64620,25000,2,50000,5,32679,163395,,,
2014-03-05,8302204,1,8302204,1696,39,66144,53,1913,101389,169,98,16562,26,2596,67496,25000,1,25000,5,33746,168730,,,
2014-03-01,7734821,0,0,1900,44,83600,56,2293,128408,172,122,20984,27,3162,85374,25000,1,25000,5,37771,188855,,,
2014-02-26,7017843,0,0,1419,43,61017,54,1732,93528,163,94,15322,30,2087,62610,25000,1,25000,5,29263,146315,,,
2014-02-22,6494585,0,0,1832,39,71448,55,2010,110550,174,103,17922,26,2849,74074,25000,0,0,5,33189,165945,,,
2014-02-19,5881800,0,0,2189,24,52536,67,1212,81204,186,71,13206,27,2004,54108,25000,1,25000,5,21529,107645,,,
2014-02-15,5431214,0,0,1905,35,66675,46,2252,103592,146,115,16790,25,2796,69900,25000,1,25000,5,36531,182655,,,
2014-02-12,4859187,0,0,2690,17,45730,57,1237,70509,171,67,11457,26,1836,47736,25000,0,0,5,21324,106620,,,
2014-02-08,4466928,0,0,1749,37,64713,48,2080,99840,156,104,16224,24,2819,67656,25000,1,25000,5,34876,174380,,,
2014-02-05,3911864,0,0,2138,22,47036,63,1161,73143,227,52,11804,32,1496,47872,25000,0,0,5,19587,97935,,,
2014-02-01,3508429,0,0,2697,24,64728,60,1665,99900,229,71,16259,30,2201,66030,25000,3,75000,5,27448,137240,,,
2014-01-29,2953277,0,0,1784,26,46384,59,1222,72098,162,72,11664,31,1526,47306,25000,3,75000,5,21247,106235,,,
2014-01-25,2555344,0,0,719,90,64710,39,2546,99294,156,104,16224,30,2198,65940,25000,2,50000,5,36177,180885,,,
2014-01-22,2000000,0,0,1565,29,45385,37,1901,70337,154,74,11396,27,1709,46143,25000,1,25000,5,25930,129650,,,
2014-01-18,588144,6,3528865,314,209,65626,45,2267,102015,143,115,16445,25,2720,68000,25000,2,50000,5,34904,174520,,,
2014-01-15,2965328,0,0,1616,29,46864,50,1450,72500,153,77,11781,24,1977,47448,25000,0,0,5,23417,117085,,,
2014-01-11,2563380,0,0,1216,54,65664,43,2352,101136,113,146,16498,19,3578,67982,25000,0,0,5,35424,177120,,,
2014-01-08,2000000,0,0,1847,25,46175,52,1357,70564,219,53,11607,30,1565,46950,25000,2,50000,5,22568,112840,,,
2014-01-04,8188679,1,8188679,2222,36,79992,63,1955,123165,184,109,20056,31,2677,82987,25000,1,25000,5,32755,163775,,,
2014-01-01,7502518,0,0,1210,45,54450,58,1456,84448,201,68,13668,26,2128,55328,25000,0,0,5,23527,117635,,,
2013-12-28,7035514,0,0,2595,24,62280,56,1709,95704,163,96,15648,27,2356,63612,25000,0,0,5,29557,147785,,,
2013-12-26,6501302,0,0,1606,39,62634,53,1832,97096,169,93,15717,24,2645,63480,25000,1,25000,5,30951,154755,,,
2013-12-21,5963902,0,0,1248,62,77376,45,2630,118350,188,103,19364,26,3006,78156,25000,1,25000,5,42077,210385,,,
2013-12-18,4300339,0,0,1843,26,47918,68,1093,74324,223,54,12042,31,1611,49941,25000,2,50000,5,18542,92710,,,
2013-12-14,3889209,0,0,1252,51,63852,41,2383,97703,131,122,15982,23,2824,64952,25000,2,50000,5,35405,177025,,,
2013-12-11,3341354,0,0,2604,18,46872,56,1289,72184,161,73,11753,25,1951,48775,25000,2,50000,5,21709,108545,,,
2013-12-07,2939207,0,0,1811,35,63385,63,1550,97650,207,77,15939,31,2115,65565,25000,1,25000,5,26394,131970,,,
2013-12-04,2395441,0,0,2195,21,46095,68,1053,71604,257,45,11565,32,1479,47328,25000,0,0,5,17423,87115,,,
2013-11-30,2000000,0,0,1323,48,63504,43,2305,99115,112,142,15904,22,3024,66528,25000,1,25000,5,34909,174545,,,
2013-11-27,2000000,1,2000000,1748,26,45448,55,1267,69685,136,84,11424,24,1930,46320,25000,1,25000,5,21704,108520,,,
2013-11-23,5553404,1,5553404,1004,70,70280,36,3029,109044,176,100,17600,26,2774,72124,25000,2,50000,5,43939,219695,,,
2013-11-20,4950386,0,0,2206,23,50738,61,1288,78568,190,67,12730,31,1669,51739,25000,2,50000,5,22806,114030,,,
2013-11-16,4515088,0,0,930,73,67890,38,2767,105146,104,164,17056,21,2398,50358,25000,1,25000,5,39502,197510,,,
2013-11-13,3932936,0,0,1867,26,48542,58,1297,75226,142,86,12212,26,1889,49114,25000,0,0,5,21865,109325,,,
2013-11-09,3516602,0,0,1785,37,66045,61,1673,102053,207,80,16560,27,2496,67392,25000,2,50000,5,29312,146560,,,
2013-11-06,2950179,0,0,2347,20,46940,64,1138,72832,168,70,11760,29,1659,48111,25000,3,75000,5,18781,93905,,,
2013-11-02,2547583,0,0,1680,38,63840,52,1901,98852,167,96,16032,27,2466,66582,25000,2,50000,5,31896,159480,,,
2013-10-30,2000000,0,0,2138,21,44898,55,1262,69410,168,67,11256,32,1464,46848,25000,1,25000,5,21767,108835,,,
2013-10-26,2000000,1,2000000,2238,29,64902,52,1917,99684,136,120,16320,20,3304,66080,25000,0,0,5,32526,162630,,,
2013-10-23,3950985,1,3950985,1629,30,48870,64,1186,75904,195,63,12285,32,1559,49888,25000,0,0,5,19221,96105,,,
2013-10-19,3531832,0,0,998,66,65868,40,2560,102400,146,113,16498,26,2618,68068,25000,1,25000,5,39795,198975,,,
2013-10-16,2966866,0,0,2768,17,47056,70,1042,72940,190,62,11780,30,1630,48900,25000,0,0,5,18695,93475,,,
2013-10-12,2563228,0,0,1492,44,65648,45,2229,100305,160,103,16480,22,3018,66396,25000,4,100000,5,34531,172655,,,
2013-10-09,2000000,0,0,1715,27,46305,57,1254,71478,187,62,11594,22,2138,47036,25000,0,0,5,22573,112865,,,
2013-10-05,2000000,1,2000000,1721,38,65398,60,1672,100320,162,101,16362,26,2595,67470,25000,3,75000,5,28149,140745,,,
2013-10-02,3961390,1,3961390,1494,33,49302,53,1434,76002,147,84,12348,29,1756,50924,25000,0,0,5,24253,121265,,,
2013-09-28,3538428,0,0,2641,25,66025,64,1594,102016,247,67,16549,30,2258,67740,25000,1,25000,5,26983,134915,,,
2013-09-25,2972006,0,0,2492,19,47348,59,1232,72688,150,79,11850,23,2149,49427,25000,3,75000,5,19966,99830,,,
2013-09-21,2565871,0,0,1999,33,65967,63,1621,102123,182,91,16562,29,2364,68556,25000,1,25000,5,26813,134065,,,
2013-09-18,2000000,0,0,1569,30,47070,50,1455,72750,215,55,11825,32,1535,49120,25000,1,25000,5,23728,118640,,,
2013-09-14,2984327,1,2984327,1762,38,66956,54,1901,102654,141,119,16779,25,2797,69925,25000,1,25000,5,31248,156240,,,
2013-09-11,2409897,0,0,1062,45,47790,45,1629,73305,150,80,12000,22,2275,50050,25000,0,0,5,25173,125865,,,
2013-09-07,2000000,0,0,987,66,65142,36,2781,100116,122,134,16348,20,3290,65800,25000,0,0,5,39091,195455,,,
2013-09-04,3984812,1,3984812,770,64,49280,30,2571,77130,153,81,12393,26,1978,51428,25000,1,25000,5,33700,168500,,,
2013-08-31,3561930,0,0,1987,34,67558,52,2013,104676,140,121,16940,23,3016,69368,25000,3,75000,5,33324,166620,,,
2013-08-28,2982545,0,0,1713,28,47964,69,1068,73692,211,57,12027,34,1443,49062,25000,1,25000,5,17834,89170,,,
2013-08-24,2571007,0,0,1189,56,66584,48,2154,103392,115,145,16675,20,3435,68700,25000,1,25000,5,35549,177745,,,
2013-08-21,2000000,0,0,2647,18,47646,54,1356,73224,151,79,11929,22,2257,49654,25000,1,25000,5,21607,108035,,,
2013-08-17,6158375,1,6158375,2112,35,73920,58,1965,113970,170,109,18530,28,2741,76748,25000,1,25000,5,33627,168135,,,
2013-08-14,5524327,0,0,2630,21,55230,55,1555,85525,161,86,13846,31,1857,57567,25000,0,0,5,25776,128880,,,
2013-08-10,5050603,0,0,1421,50,71050,53,2076,110028,180,99,17820,25,2868,71700,25000,2,50000,5,34983,174915,,,
2013-08-07,4441162,0,0,2156,24,51744,57,1396,79572,194,67,12998,26,2013,52338,25000,1,25000,5,24733,123665,,,
2013-08-03,3997369,0,0,1623,42,68166,56,1892,105952,182,94,17108,31,2291,71021,25000,3,75000,5,30642,153210,,,
2013-07-31,3412501,0,0,2592,19,49248,63,1200,75600,229,54,12366,33,1544,50952,25000,2,50000,5,21973,109865,,,
2013-07-27,2989996,0,0,2143,31,66433,61,1683,102663,189,88,16632,31,2207,68417,25000,1,25000,5,27225,136125,,,
2013-07-24,2420029,0,0,1749,28,48972,61,1239,75579,236,52,12272,33,1516,50028,25000,0,0,5,21751,108755,,,
2013-07-20,2000000,0,0,1885,34,64090,58,1720,99760,150,107,16050,24,2767,66408,25000,0,0,5,29397,146985,,,
2013-07-17,6185074,1,6185074,3154,18,56772,49,1797,88053,148,96,14208,23,2496,57408,25000,1,25000,5,30945,154725,,,
2013-07-13,5698118,0,0,1460,49,71540,46,2413,110998,147,122,17934,29,2546,73834,25000,0,0,5,39630,198150,,,
2013-07-10,5084484,0,0,1850,29,53650,60,1371,82260,198,68,13464,33,1669,55077,25000,1,25000,5,23759,118795,,,
2013-07-06,4624384,0,0,1269,55,69795,46,2322,106812,132,133,17556,21,3380,70980,25000,2,50000,5,38192,190960,,,
2013-07-03,4025828,0,0,1858,28,52024,49,1623,79527,107,122,13054,22,2475,54450,25000,1,25000,5,26002,130010,,,
2013-06-29,3579553,0,0,1596,43,68628,54,1970,106380,144,120,17280,27,2577,69579,25000,1,25000,5,33756,168780,,,
2013-06-26,2990846,0,0,1766,27,47682,61,1200,73200,203,59,11977,30,1622,48660,25000,1,25000,5,20429,102145,,,
2013-06-22,2581779,0,0,1356,50,67800,47,2216,104152,132,129,17028,24,2858,68592,25000,3,75000,5,33830,169150,,,
2013-06-19,2000000,0,0,1561,31,48391,45,1650,74250,156,78,12168,29,1719,49851,25000,1,25000,5,26558,132790,,,
2013-06-15,4045514,1,4045514,1087,68,73916,36,3198,115128,99,187,18513,20,3879,77580,25000,1,25000,5,44078,220390,,,
2013-06-12,3411652,0,0,1088,46,50048,44,1746,76824,116,108,12528,21,2451,51471,25000,1,25000,5,27044,135220,,,
2013-06-08,2982535,0,0,840,80,67200,35,2990,104650,90,187,16830,17,4070,69190,25000,3,75000,5,41670,208350,,,
2013-06-05,2406423,0,0,877,54,47358,36,2058,74088,94,126,11844,18,2757,49626,25000,3,75000,5,30023,150115,,,
2013-06-01,2000000,0,0,1285,53,68105,41,2554,104714,121,141,17061,22,3233,71126,25000,0,0,5,39534,197670,,,
2013-05-29,10565261,1,10565261,1809,42,75978,57,2042,116394,142,134,19028,25,3174,79350,25000,2,50000,5,34823,174115,,,
2013-05-25,10000000,0,0,2060,48,98880,54,2810,151740,198,125,24750,31,3306,102486,25000,0,0,5,46932,234660,,,
2013-05-22,6228640,0,0,867,65,56355,40,2179,87160,113,125,14125,19,3032,57608,25000,1,25000,5,32256,161280,,,
2013-05-18,5745481,0,0,1866,40,74640,53,2159,114427,177,106,18762,29,2605,75545,25000,0,0,5,37317,186585,,,
2013-05-15,5105145,0,0,1645,33,54285,56,1485,83160,122,112,13664,25,2255,56375,25000,0,0,5,24432,122160,,,
2013-05-11,4639458,0,0,1886,40,75440,59,1960,115640,191,99,18909,27,2856,77112,25000,1,25000,5,33975,169875,,,
2013-05-08,2992301,0,0,1435,33,47355,56,1300,72800,216,55,11880,25,1977,49425,25000,0,0,5,21912,109560,,,
2013-05-04,2586077,0,0,1666,41,68306,50,2103,105150,184,93,17112,30,2345,70350,25000,0,0,5,33227,166135,,,
2013-05-01,2000000,0,0,1583,30,47490,62,1173,72726,195,61,11895,35,1393,48755,25000,1,25000,5,21879,109395,,,
2013-04-27,3595558,1,3595558,2447,28,68516,55,1915,105325,218,79,17222,30,2367,71010,25000,0,0,5,32304,161520,,,
2013-04-24,3007930,0,0,1025,48,49200,41,1836,75276,105,118,12390,16,3153,50448,25000,0,0,5,28109,140545,,,
2013-04-20,2585967,0,0,949,72,68328,38,2810,106780,80,215,17200,17,4245,72165,25000,3,75000,5,41567,207835,,,
2013-04-17,2000000,0,0,2070,23,47610,66,1116,73656,249,48,11952,32,1533,49056,25000,1,25000,5,17943,89715,,,
2013-04-13,1292229,2,2584457,2065,33,68145,57,1844,105108,234,73,17082,33,2133,70389,25000,1,25000,5,31630,158150,,,
2013-04-10,2000000,0,0,2511,19,47709,66,1123,74118,179,67,11993,33,1506,49698,25000,0,0,5,19763,98815,,,
2013-04-06,5146800,1,5146800,1105,66,72930,40,2840,113600,185,99,18315,29,2590,75110,25000,0,0,5,41292,206460,,,
2013-04-03,4521197,0,0,1120,46,51520,45,1772,79740,152,85,12920,23,2314,53222,25000,0,0,5,27125,135625,,,
2013-03-30,4079200,0,0,1819,42,76398,54,2175,117450,162,118,19116,23,3433,78959,25000,3,75000,5,37106,185530,,,
2013-03-27,3423997,0,0,2671,19,50749,57,1362,77634,165,77,12705,29,1819,52751,25000,0,0,5,23177,115885,,,
2013-03-23,2988670,0,0,1155,59,68145,42,2516,105672,125,137,17125,22,3218,70796,25000,2,50000,5,38073,190365,,,
2013-03-20,2404213,0,0,2049,23,47127,70,1033,72310,204,58,11832,34,1422,48348,25000,0,0,5,18580,92900,,,
2013-03-16,2000000,0,0,1517,45,68265,50,2120,106000,132,130,17160,21,3372,70812,25000,0,0,5,33907,169535,,,
2013-03-13,3016645,1,3016645,1166,42,48972,45,1663,74835,118,104,12272,22,2335,51370,25000,1,25000,5,25773,128865,,,
2013-03-09,2596472,0,0,1932,36,69552,60,1783,106980,176,99,17424,32,2240,71680,25000,0,0,5,30895,154475,,,
