DrawDate,Match 6 Prize,Match 6 Winners,Match 6 Total,Match 5 Prize,Match 5 Winners,Match 5 Total,Match 4 Prize,Match 4 Winners,Match 4 Total,Match 4 plus Bonus Prize,Match 4 plus Bonus Winners,Match 4 plus Bonus Total,Match 3 plus Bonus Prize,Match 3 plus Bonus Winners,Match 3 plus Bonus Total,Match 5 plus Bonus Prize,Match 5 plus Bonus Winners,Match 5 plus Bonus Total,Match 3 Prize,Match 3 Winners,Match 3 Total,Match 2 plus Bonus Prize,Match 2 plus Bonus Winners,Match 2 plus Bonus Total
2023-05-10,7511276,0,0,1594,16,25504,61,684,41724,229,28,6412,33,832,27456,42531,1,42531,10,12053,120530,3,8025,24075
2023-05-06,7145681,0,0,1935,17,32895,48,1116,53568,103,80,8240,20,1820,36400,18285,3,54855,8,20066,160528,3,16775,50325
2023-05-03,6674163,0,0,1275,19,24225,46,864,39744,234,26,6084,32,825,26400,135980,1,135980,8,15605,124840,3,7849,23547
2023-04-29,6326793,0,0,1237,27,33399,45,1219,54855,159,53,8427,26,1372,35672,95569,0,0,8,20302,162416,3,13023,39069
2023-04-26,5847886,0,0,2173,11,23903,59,658,38822,182,33,6006,28,938,26264,39856,0,0,11,11130,122430,3,10350,31050
2023-04-22,5505290,0,0,1261,25,31525,43,1184,50912,106,75,7950,17,1970,33490,52579,1,52579,8,19022,152176,3,18157,54471
2023-04-19,5053326,0,0,1527,15,22905,60,621,37260,180,32,5760,31,814,25234,38208,1,38208,10,11250,112500,3,8174,24522
2023-04-15,4724893,0,0,808,38,30704,32,1562,49984,87,89,7743,18,1862,33516,17073,3,51219,7,22069,154483,3,14991,44973
2023-04-12,4284607,0,0,1004,22,22088,46,773,35558,242,23,5566,29,812,23548,36836,1,36836,8,12930,103440,3,7556,22668
2023-04-08,3967972,0,0,1101,29,31929,46,1142,52532,118,68,8024,19,1828,34732,53252,1,53252,8,19375,155000,3,16448,49344
2023-04-05,3510219,0,0,704,32,22528,34,1069,36346,83,68,5644,20,1207,24140,88792,1,88792,7,15424,107968,3,10495,31485
2023-04-01,3187351,0,0,1229,25,30725,39,1270,49530,180,43,7740,27,1231,33237,51231,0,0,7,20452,143164,3,11805,35415
2023-03-29,2746970,0,0,1671,13,21723,62,568,35216,176,31,5456,33,716,23628,86898,1,86898,11,9798,107778,3,7353,22059
2023-03-25,2435598,0,0,1688,18,30384,54,917,49518,174,44,7656,24,1349,32376,50675,0,0,10,15310,153100,3,13412,40236
2023-03-22,2000000,0,0,1949,11,21439,52,674,35048,98,55,5390,21,1111,23331,35754,1,35754,9,12236,110124,3,11062,33186
2023-03-18,3987540,1,3987540,1967,16,31472,38,1359,51642,147,54,7938,27,1284,34668,180041,1,180041,8,20702,165616,3,11655,34965
2023-03-15,3536355,0,0,1505,15,22575,65,562,36530,154,37,5698,32,767,24544,127553,0,0,11,9833,108163,3,7569,22707
2023-03-11,3212676,0,0,1950,16,31200,59,859,50681,183,43,7869,30,1119,33570,89898,0,0,10,15071,150710,3,11450,34350
2023-03-08,2765316,0,0,1261,18,22698,49,747,36603,168,34,5712,24,1039,24936,37854,0,0,9,12746,114714,3,9852,29556
2023-03-04,2439924,0,0,1461,21,30681,58,858,49764,154,50,7700,26,1284,33384,51178,1,51178,10,15453,154530,3,13683,41049
2023-03-01,2000000,0,0,2158,10,21580,40,875,35000,86,63,5418,17,1365,23205,8996,4,35984,8,13650,109200,3,11911,35733
2023-02-25,5604203,1,5604203,1101,30,33030,44,1234,54296,141,59,8319,28,1266,35448,27537,2,55074,8,20249,161992,3,11548,34644
2023-02-22,5130793,0,0,1982,12,23784,50,770,38500,199,30,5970,22,1183,26026,364219,1,364219,9,12792,115128,3,11154,33462
2023-02-18,4789805,0,0,4028,8,32224,60,880,52800,246,33,8118,30,1154,34620,324551,0,0,11,14886,163746,3,12030,36090
2023-02-15,4327897,0,0,1266,19,24054,48,821,39408,124,49,6076,23,1139,26197,270815,0,0,8,14101,112808,3,11534,34602
2023-02-11,3982996,0,0,2239,14,31346,59,868,51212,188,42,7896,29,1181,34249,230691,0,0,10,15449,154490,3,11123,33369
2023-02-08,3533640,0,0,2500,9,22500,60,608,36480,162,35,5670,31,795,24645,178415,0,0,10,11303,113030,3,7736,23208
2023-02-04,3211060,0,0,1500,21,31500,51,1007,51357,165,48,7920,29,1182,34278,140888,0,0,9,17656,158904,3,11681,35043
2023-02-01,2759603,0,0,1125,20,22500,55,671,36905,177,32,5664,32,770,24640,88368,0,0,9,12114,109026,3,7951,23853
2023-01-28,2436978,0,0,1325,23,30475,60,826,49560,197,39,7683,29,1147,33263,50836,0,0,10,14895,148950,3,11782,35346
2023-01-25,2000000,0,0,1535,14,21490,43,812,34916,90,60,5400,18,1283,23094,125286,1,125286,8,12704,101632,3,11306,33918
2023-01-21,3519138,1,3519138,2087,15,31305,60,852,51120,164,48,7872,31,1096,33976,89459,0,0,11,14473,159203,3,10798,32394
2023-01-18,3070330,0,0,1489,15,22335,55,658,36190,187,30,5610,30,812,24360,37247,0,0,10,11183,111830,3,7748,23244
2023-01-14,2750161,0,0,1807,17,30719,53,938,49714,114,68,7752,22,1541,33902,51227,1,51227,10,15819,158190,3,15467,46401
2023-01-11,2309823,0,0,1029,21,21609,45,778,35010,103,53,5459,18,1338,24084,18022,2,36044,9,12337,111033,3,12152,36456
2023-01-07,2000000,0,0,1342,21,28182,59,772,45548,173,41,7093,26,1175,30550,194994,1,194994,10,14210,142100,3,11655,34965
